"LotFrontage","LotArea","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","SalePrice","OverallQual","Neighborhood","ExterQual","BsmtQual","KitchenQual","GarageFinish","FireplaceQu","Foundation","GarageType","MSSubClass"
78,10335,1999,1999,183,679,811,1490,1501,0,1501,1,2,0,3,6,0,1999,2,577,144,29,204000,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
70,9100,1963,1963,336,1332,396,1728,1728,0,1728,1,2,0,6,10,0,1963,2,504,0,0,125000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","90"
24,2522,2004,2006,50,0,970,970,970,739,1709,0,2,0,3,7,0,2004,2,380,0,40,130000,"Moderate","Poor","Gd","Gd","Gd","Unf","NFp","PConc","Detchd","160"
51,6120,1931,1993,0,209,506,715,875,0,875,1,1,0,2,5,0,1931,1,180,48,0,105000,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Detchd","30"
0,9505,2001,2001,180,0,884,884,884,1151,2035,0,2,1,3,8,1,2001,2,434,144,48,222500,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","BuiltIn","60"
63,7500,2004,2005,120,680,400,1080,1080,0,1080,1,1,0,3,6,0,1968.87478996351,0,0,0,0,141000,"Good","Poor","TA","Gd","Gd","NGar","NFp","PConc","NGar","20"
0,6240,1936,1950,0,0,896,896,896,448,1344,0,1,0,3,7,0,1936,1,240,200,114,115000,"Moderate","Poor","TA","Gd","TA","Unf","NFp","BrkTil","Detchd","50"
120,10356,1975,1975,0,716,253,969,969,0,969,0,1,1,3,5,0,1975,2,440,0,0,122000,"Moderate","Moderate","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
107,13891,2007,2008,436,1400,310,1710,1710,0,1710,1,2,0,2,6,1,2007,3,866,0,102,372402,"Good","Rich","Gd","Ex","Gd","RFn","Gd","PConc","Attchd","20"
0,14803,1971,1971,252,416,409,825,1097,896,1993,0,2,1,4,8,1,1971,2,495,0,66,190000,"Moderate","Moderate","TA","TA","TA","RFn","Gd","CBlock","Attchd","60"
0,13500,1960,1975,0,429,93,1602,1252,0,1252,1,1,0,1,4,1,1960,2,564,409,0,235000,"Moderate","Rich","TA","Gd","TA","RFn","Gd","CBlock","Attchd","20"
84,11340,1923,1950,0,0,1200,1200,1200,0,1200,0,1,0,4,7,0,1923,1,312,0,0,125000,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Detchd","30"
60,9600,1924,1950,0,0,572,572,572,524,1096,0,1,0,2,5,0,1944.90866911013,0,0,0,8,79000,"Moderate","Poor","TA","TA","TA","NGar","NFp","BrkTil","NGar","50"
60,7200,1950,1950,0,0,0,0,1040,0,1040,0,1,0,2,5,0,1950,2,625,0,0,109500,"Moderate","Poor","TA","NBsmt","TA","Unf","NFp","CBlock","Detchd","20"
92,12003,2009,2010,84,0,774,774,774,1194,1968,0,2,1,4,8,1,2009,3,680,0,75,269500,"Good","Rich","Gd","Ex","Ex","Fin","Gd","PConc","BuiltIn","60"
100,12552,2004,2005,0,222,769,991,991,956,1947,0,2,1,3,8,1,2004,2,678,0,136,254900,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","60"
134,19378,2005,2006,456,57,1335,1392,1392,1070,2462,1,2,1,4,9,1,2006,2,576,239,132,320000,"Good","Moderate","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","60"
0,11120,1984,1984,0,660,572,1232,1232,0,1232,0,2,0,3,6,0,1984,2,516,0,0,162500,"Moderate","Rich","TA","Gd","TA","Unf","NFp","PConc","Attchd","20"
110,13688,2003,2004,664,1016,556,1572,1572,1096,2668,1,2,1,3,10,2,2003,3,726,400,0,412500,"VGood","Rich","Gd","Ex","Ex","Fin","Gd","PConc","BuiltIn","60"
95,12182,2005,2005,226,1201,340,1541,1541,0,1541,0,2,0,3,7,1,2005,2,532,0,70,220000,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","20"
55,5500,1956,1956,0,0,882,882,882,0,882,0,1,0,1,4,0,1951.30139302048,0,0,0,0,103200,"Bad","Poor","TA","TA","TA","NGar","NFp","CBlock","NGar","45"
40,5400,1926,2004,0,370,779,1149,1149,467,1616,0,2,0,3,5,0,1926,1,216,0,0,152000,"Moderate","Poor","TA","TA","Gd","Unf","NFp","BrkTil","Detchd","40"
62,10106,1940,1999,0,351,112,644,808,547,1355,1,2,0,4,6,0,1959.68254311403,0,0,140,0,127500,"Moderate","Poor","TA","TA","TA","NGar","NFp","BrkTil","NGar","190"
0,10708,1955,1993,0,379,470,1617,1867,0,1867,1,1,0,2,7,3,1955,1,303,476,0,190000,"Moderate","Rich","Gd","TA","TA","Fin","Gd","CBlock","Attchd","20"
86,10562,2007,2007,300,1288,294,1582,1610,551,2161,1,1,1,3,8,1,2007,3,789,178,120,325624,"Good","Rich","Gd","Ex","Ex","Fin","Gd","PConc","Attchd","60"
62,8244,2004,2004,0,0,840,840,840,880,1720,0,2,1,3,7,1,2004,2,440,100,48,183500,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","60"
0,16669,1981,1981,653,0,1686,1686,1707,0,1707,0,2,1,2,6,1,1981,2,511,574,64,228000,"Good","Rich","Gd","Gd","TA","RFn","TA","CBlock","Attchd","20"
0,12358,1941,1950,0,360,360,720,854,0,1382,0,1,1,2,7,0,1991,2,660,237,0,128500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","50"
141,9804.79799683217,1960,1960,112,639,441,1080,1656,0,1656,1,1,0,3,7,2,1960,2,528,210,62,215000,"Moderate","Poor","TA","TA","TA","Fin","Gd","CBlock","Attchd","20"
44,5306,1987,1987,0,495,354,1064,1064,703,1767,1,2,0,2,5,1,1987,2,504,441,35,239000,"Good","Rich","Gd","Gd","Gd","RFn","TA","PConc","Attchd","160"
80,10197,1961,1961,491,288,700,1362,1362,0,1362,1,1,1,3,6,1,1961,2,504,0,20,163000,"Moderate","Poor","TA","TA","TA","Unf","TA","CBlock","Attchd","20"
47,12416,1986,1986,132,1398,0,1606,1651,0,1651,1,2,0,3,7,1,1986,2,616,192,0,184000,"Moderate","Rich","TA","Gd","TA","Fin","TA","CBlock","Attchd","20"
84,12615,1950,2001,0,477,725,1202,2158,0,2158,1,2,0,4,7,1,1950,2,576,0,29,243000,"Moderate","Poor","TA","TA","Gd","Unf","Gd","CBlock","Attchd","20"
97,10029,1988,1989,268,831,320,1151,1164,896,2060,0,2,1,4,8,1,1988,2,521,0,228,211000,"Moderate","Rich","Gd","Gd","TA","Unf","TA","PConc","Attchd","60"
0,13650,1958,1958,0,57,554,1052,1252,668,1920,1,2,0,4,8,1,1958,2,451,0,0,172500,"Moderate","Poor","Gd","TA","Gd","Unf","Gd","CBlock","Attchd","50"
63,17423,2008,2009,252.716340319688,1904,312,2216,2234,0,2234,1,2,0,1,9,1,2009,3,1166,0,60,501837,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","20"
60,8520,1923,2006,0,0,968,968,968,0,968,0,1,0,2,5,0,1935,2,480,0,0,100000,"Moderate","Poor","Gd","TA","TA","Unf","NFp","CBlock","Detchd","30"
0,2117,2000,2000,456,436,320,756,769,756,1525,0,2,1,3,5,1,2000,2,440,0,0,177000,"Moderate","Rich","Gd","Gd","Gd","Unf","TA","PConc","Detchd","160"
54,7588,1920,1950,0,352,441,793,901,901,1802,0,1,1,4,9,1,1920,1,216,0,0,200100,"Good","Rich","TA","Fa","TA","Unf","Gd","BrkTil","Detchd","70"
60,9060,1957,2006,98,0,0,0,1340,0,1340,0,1,0,3,7,1,1957,1,252,116,0,120000,"Moderate","Poor","TA","NBsmt","TA","RFn","Gd","PConc","Attchd","20"
63,11426,2003,2003,0,0,1362,1362,1362,720,2082,0,2,1,3,6,0,2003,2,484,280,238,200000,"Good","Poor","TA","Gd","Gd","Unf","NFp","PConc","Detchd","50"
92,7438,1908,1991,0,0,504,504,936,316,1252,0,1,0,3,5,0,1986,2,576,104,0,127000,"Moderate","Poor","TA","Fa","TA","Unf","NFp","PConc","Attchd","50"
90,22950,1892,1993,0,0,1107,1107,1518,1518,3608,0,2,1,4,12,2,1993,3,840,0,260,475000,"VGood","Poor","Gd","TA","Ex","Unf","TA","BrkTil","Detchd","75"
0,9947,1990,1991,0,611,577,1188,1217,0,1217,1,2,0,3,6,0,1990,2,497,168,27,173000,"Good","Moderate","TA","Gd","Gd","Unf","NFp","PConc","Attchd","80"
60,10410,1916,1987,0,0,660,660,808,704,1656,0,2,1,3,8,0,1916,1,180,0,0,135000,"Moderate","Poor","TA","Fa","TA","Unf","NFp","CBlock","Detchd","50"
64,7018,1979,1979,275,1086,0,1086,1224,0,1224,2,0,2,2,6,2,1979,2,528,120,0,153337,"Moderate","Poor","TA","Gd","TA","Unf","TA","CBlock","Detchd","90"
41,4923,2001,2002,0,1153,440,1593,1593,0,1593,1,1,1,0,5,1,2001,2,682,0,120,286000,"Good","Rich","Gd","Ex","Ex","Fin","Gd","PConc","Attchd","120"
70,10570,1932,1994,0,297,556,853,1549,1178,2727,0,2,1,3,10,2,1932,2,440,0,74,315000,"Good","Rich","Gd","Gd","Gd","Unf","TA","CBlock","Detchd","70"
0,7472,1972,2004,138,626,99,725,725,754,1479,1,1,1,4,7,0,1972,2,484,0,32,184000,"Good","Poor","TA","TA","Gd","Fin","NFp","CBlock","Attchd","60"
68,9017,1999,1999,0,560,871,1431,1431,0,1431,1,2,0,3,6,0,1999,2,666,0,35,192000,"Good","Moderate","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","20"
24,2522,2004,2004,50,0,970,970,970,739,1709,0,2,0,3,7,0,2004,2,380,0,40,130000,"Good","Poor","Gd","Gd","Gd","Unf","NFp","PConc","Detchd","160"
60,7180,1972,1972,0,390,474,864,864,0,864,0,1,0,3,5,0,1989,1,352,0,0,127000,"Moderate","Moderate","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
24,2280,1976,1976,0,566,289,855,855,601,1456,0,2,1,3,7,1,1976,2,440,87,0,148500,"Moderate","Moderate","TA","Gd","TA","Unf","TA","CBlock","Attchd","160"
79,9416,2007,2007,205,1126,600,1726,1726,0,1726,1,2,0,3,8,1,2007,3,786,171,138,311872,"Good","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","20"
174,11175.4350625909,1918,1990,0,1036,140,1360,1360,1360,3112,1,2,0,4,8,1,1918,2,795,0,16,235000,"Good","Poor","Gd","TA","Gd","Unf","Ex","PConc","Detchd","75"
92,5520,1912,1950,0,0,755,755,929,929,2229,0,1,0,5,8,0,1950.50533723101,0,0,0,198,104000,"Moderate","Poor","TA","TA","TA","NGar","NFp","CBlock","NGar","75"
76,9591,2004,2005,262,1088,625,1713,1713,0,1713,1,2,0,3,7,1,2004,3,856,0,26,274900,"Good","Rich","Gd","Ex","Ex","Fin","Gd","PConc","Attchd","20"
80,8546,2003,2004,0,0,1121,1121,1121,0,1121,0,2,0,2,5,0,2003,2,440,132,64,140000,"Bad","Poor","TA","Gd","TA","RFn","NFp","PConc","Attchd","20"
75,10125,1977,1977,0,641,276,1196,1279,0,1279,0,2,0,3,6,2,1980,2,473,238,83,171500,"Moderate","Moderate","TA","TA","TA","Unf","Fa","CBlock","Detchd","20"
50,7000,1924,1950,0,617,0,617,865,445,1310,0,2,0,2,6,0,1924,1,398,0,0,112000,"Moderate","Poor","TA","Fa","TA","Unf","NFp","BrkTil","Attchd","50"
0,4438,2004,2004,205,662,186,848,848,0,848,1,1,0,1,3,1,2004,2,420,149,0,149000,"Moderate","Moderate","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","120"
50,3500,1947,1950,0,312,408,720,720,564,1284,0,1,1,2,5,0,1948,1,240,0,35,110000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","50"
99,11851,1990,1990,0,0,1424,1424,1442,0,1442,0,2,0,3,5,0,1990,2,500,0,34,180500,"Good","Moderate","TA","Gd","TA","RFn","NFp","PConc","Attchd","20"
40,13673,1962,1962,0,0,1140,1140,1696,0,1696,0,1,1,3,8,1,1962,1,349,0,30,143900,"Moderate","Poor","TA","TA","TA","RFn","TA","CBlock","Attchd","20"
0,12493,1960,1960,0,419,375,1100,1100,0,1100,1,1,0,3,6,1,1960,1,312,355,0,141000,"Bad","Poor","TA","TA","TA","RFn","Po","PConc","Attchd","20"
0,14364,1988,1989,128,1065,92,1157,1180,882,2062,1,2,1,3,7,1,1988,2,454,60,55,277000,"Good","Poor","Gd","Gd","TA","Fin","Gd","CBlock","Attchd","60"
75,8250,1964,1964,260,787,305,1092,1092,0,1092,1,1,0,3,6,0,1964,2,504,0,0,145000,"Moderate","Poor","TA","Gd","TA","RFn","NFp","CBlock","Attchd","20"
67,5604,1925,1950,0,468,396,864,864,0,864,1,1,0,2,5,0,1953.04135116477,0,0,0,0,98000,"Moderate","Poor","TA","TA","TA","NGar","NFp","CBlock","NGar","30"
83,10420,2009,2009,0,36,1176,1212,1212,0,1212,0,2,0,3,6,0,2009,2,460,100,22,186000,"Moderate","Poor","TA","Gd","Gd","RFn","NFp","PConc","Attchd","20"
72,8640,2009,2009,0,822,78,900,932,920,1852,1,2,1,3,7,1,2009,2,644,168,108,252678,"Good","Rich","TA","Gd","Gd","RFn","TA","PConc","Attchd","60"
43,13568,1995,1995,0,716,274,990,990,0,990,0,1,0,3,5,0,1996,2,576,224,0,156000,"Moderate","Moderate","TA","Gd","TA","Unf","NFp","PConc","Attchd","20"
0,10900,1977,1977,153,378,311,689,689,703,1392,0,1,1,3,6,0,1977,1,299,0,36,161750,"Moderate","Moderate","TA","Gd","TA","Fin","NFp","CBlock","Attchd","60"
72,10011,1957,1996,64,360,710,1070,1236,0,1236,0,1,0,2,6,1,1957,1,447,0,0,134450,"Moderate","Poor","TA","TA","Gd","Unf","Fa","CBlock","Attchd","20"
65,8450,2004,2004,266,946,490,1436,1436,0,1436,1,2,0,3,8,0,2004,2,484,139,98,210000,"Good","Moderate","Gd","Gd","Gd","Unf","NFp","PConc","Attchd","20"
57,9906,1925,1950,0,0,686,686,810,518,1328,0,1,0,3,8,0,1940,1,210,0,172,107000,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","70"
0,15660,1939,2006,312,341,457,798,1137,817,1954,0,1,1,3,8,2,1939,2,431,0,119,311500,"Good","Rich","Gd","TA","Gd","Unf","TA","CBlock","Attchd","50"
43,3010,2005,2006,16,16,1232,1248,1248,0,1248,0,2,0,2,5,0,2005,2,438,108,0,167240,"Good","Moderate","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","120"
73,8990,2006,2006,0,0,1498,1498,1498,0,1498,0,2,0,2,5,0,2006,2,675,351,33,204900,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
0,8068,2002,2002,0,0,1010,1010,1010,1257,2267,0,2,1,4,8,1,2002,2,390,120,46,200000,"Moderate","Moderate","Gd","Gd","Gd","RFn","TA","PConc","BuiltIn","60"
85,11475,1975,1975,0,550,163,713,811,741,1552,1,2,1,3,6,1,1975,2,434,209,208,179900,"Moderate","Moderate","TA","Gd","TA","RFn","TA","CBlock","Attchd","60"
70,10500,1971,1971,0,524,160,864,864,0,864,0,1,0,2,4,0,1989,2,576,216,0,97000,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
103,13472,2003,2003,242.268616730612,56,2336,2392,2392,0,2392,0,2,0,3,8,1,2003,3,968,248,105,386250,"VGood","Rich","Ex","Ex","Ex","Fin","Ex","PConc","Attchd","20"
21,1680,1971,1971,142,0,630,630,630,672,1302,0,2,1,3,6,0,1991,1,280,0,0,112000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","160"
82,9950,1995,1995,290,565,638,1203,1214,1306,2520,0,2,1,4,9,1,1995,3,721,224,114,290000,"Good","Rich","Gd","Gd","Gd","RFn","TA","PConc","Attchd","60"
21,1869,1970,1970,127,321,162,483,483,504,987,0,1,1,2,5,0,1987,1,280,0,0,106000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","160"
70,8521,1967,1967,0,842,70,912,912,0,912,0,1,0,3,5,1,1974,1,336,0,0,125000,"Moderate","Poor","TA","TA","TA","Unf","Fa","CBlock","Detchd","20"
43,3182,2005,2006,16,16,1357,1373,1555,0,1555,0,2,0,2,7,1,2005,2,430,143,20,192500,"Good","Moderate","Gd","Gd","Gd","Fin","TA","PConc","Attchd","120"
73,8760,1959,1959,220,0,1194,1194,1194,0,1194,1,1,0,3,6,0,1959,1,312,0,0,148000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
174,15138,1995,1996,506,689,773,1462,1490,1304,2794,1,2,1,4,9,1,1995,3,810,0,146,403000,"Good","Rich","Gd","Gd","Ex","Fin","TA","PConc","Attchd","60"
21,1680,1972,1972,297,0,483,483,483,504,987,0,1,1,2,5,1,1972,1,288,0,0,94500,"Moderate","Poor","TA","TA","TA","Unf","Po","CBlock","Attchd","160"
75,10650,1976,1976,0,182,0,894,894,0,894,1,1,0,3,5,0,1976,1,308,365,0,128200,"Moderate","Moderate","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
0,7851,2002,2002,142.243950696977,625,235,860,860,1100,1960,1,2,1,4,8,2,2002,2,440,288,48,216500,"Moderate","Moderate","Gd","Gd","Gd","Fin","TA","PConc","BuiltIn","60"
21,1680,1971,1971,604,358,125,483,483,504,987,0,1,1,2,5,0,1971,1,264,0,0,89500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","160"
65,8773,2004,2004,98,24,1390,1414,1414,0,1414,0,2,0,3,6,0,2004,2,494,132,105,185500,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
0,9453,1993,2003,0,402,594,996,1014,730,1744,0,2,1,3,7,0,1993,2,457,370,70,194500,"Good","Poor","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
93,12030,2007,2007,254,0,1694,1694,1694,0,1694,0,2,0,3,7,0,2007,3,818,168,228,318000,"Good","Rich","Ex","Ex","Gd","Fin","NFp","PConc","Attchd","20"
52,8741,1945,1950,0,94,641,735,798,689,1487,0,1,1,3,7,1,1949,1,220,0,140,113000,"Moderate","Poor","TA","TA","TA","Unf","Gd","CBlock","Detchd","50"
75,9000,2008,2008,36,1078,488,1566,1566,0,1566,1,2,0,3,7,0,2008,2,750,144,168,262500,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
40,3880,1945,1997,0,329,357,686,866,0,866,0,1,0,2,4,0,1953.81324467048,0,0,58,42,110500,"Moderate","Poor","TA","TA","Gd","NGar","NFp","CBlock","NGar","30"
63,5000,1900,1950,0,0,540,540,889,551,1440,0,1,0,3,6,0,1940,1,352,0,0,79000,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Attchd","50"
75,10762,1980,1980,0,0,626,626,626,591,1217,0,1,1,3,6,1,1980,1,288,0,28,120000,"Moderate","Poor","TA","Gd","TA","RFn","TA","CBlock","Attchd","160"
0,8880,1994,2002,0,695,253,948,1222,888,2110,1,2,1,3,8,2,1994,2,463,0,130,205000,"Good","Poor","Gd","Gd","Gd","RFn","Fa","PConc","Attchd","60"
80,10400,1988,1988,102,929,916,1845,1872,0,1872,0,2,0,3,6,1,1988,2,604,197,39,241500,"Good","Moderate","TA","Gd","TA","Fin","TA","CBlock","Attchd","20"
69,9142,1910,1950,0,0,1020,1020,908,1020,1928,0,2,0,4,9,0,1910,1,440,0,60,137000,"Moderate","Poor","TA","Fa","Fa","Unf","NFp","Stone","Detchd","190"
75,11310,1954,1954,0,0,1367,1367,1375,0,1375,0,1,0,2,5,1,1954,2,451,0,30,140000,"Moderate","Poor","TA","TA","TA","Unf","TA","CBlock","Attchd","20"
72,11317,2003,2003,101,0,840,840,840,828,1668,0,2,1,3,8,0,2003,2,500,144,68,180000,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
0,11045.6234703159,1958,2006,472,697,747,1444,1444,700,2144,0,2,0,4,7,2,1958,2,389,0,98,277000,"Moderate","Rich","Gd","Gd","Gd","Fin","TA","CBlock","Attchd","50"
55,5350,1940,1966,0,0,728,728,1306,0,1306,0,1,0,3,6,0,1955.1471675127,0,0,263,0,76500,"Bad","Poor","TA","TA","Fa","NGar","NFp","CBlock","NGar","30"
44,4750,2006,2007,481,1573,0,1573,1625,0,1625,1,2,0,2,5,1,2006,2,538,123,0,235000,"Good","Rich","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","120"
65,8366,2004,2004,0,0,798,798,798,842,1640,0,2,1,3,6,0,2004,2,520,138,45,173000,"Moderate","Poor","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
85,9350,1964,1991,108,270,452,1302,1302,0,1302,0,2,0,3,7,0,1964,1,309,333,0,158000,"Moderate","Poor","TA","Gd","Gd","RFn","NFp","CBlock","Attchd","80"
70,8400,1957,1957,0,922,392,1314,1314,0,1314,1,1,0,3,5,0,1957,1,294,250,0,145000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
66,8738,1999,1999,302,0,975,975,1005,1286,2291,0,2,1,4,8,1,1999,2,429,192,0,230000,"Good","Moderate","Gd","Gd","Gd","Fin","TA","PConc","BuiltIn","60"
64,8791,2003,2003,0,503,361,864,864,864,1728,0,2,1,3,7,0,2003,2,673,216,56,207500,"Moderate","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
68,8814,2006,2006,180,1334,270,1604,1604,0,1604,1,2,1,3,8,1,2006,2,660,123,110,220000,"Good","Moderate","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","20"
80,12435,2001,2001,172,361,602,963,963,829,1792,0,2,1,3,7,1,2001,2,564,0,96,231500,"Good","Moderate","Gd","Gd","Gd","RFn","TA","PConc","Attchd","60"
70,12702,1956,1956,0,0,0,0,882,0,882,0,1,0,2,4,0,1956,1,308,0,45,97000,"Moderate","Poor","TA","NBsmt","TA","Unf","NFp","PConc","Detchd","20"
120,19296,1962,1962,399,672,0,1362,1382,0,1382,1,1,0,3,6,1,1991,2,884,0,0,176000,"Moderate","Poor","TA","TA","TA","Unf","TA","CBlock","Attchd","80"
69,9588,2007,2007,270,0,1482,1482,1482,1092,2574,0,2,1,3,10,1,2007,3,868,0,148,276000,"Good","Moderate","Gd","Ex","Ex","Fin","Gd","PConc","BuiltIn","60"
88,8471,1977,1995,46,506,0,506,1212,0,1212,1,1,0,3,6,1,1978,2,492,292,12,151000,"Moderate","Poor","TA","Gd","TA","Unf","TA","CBlock","Attchd","80"
50,5500,1929,2001,0,234,0,926,926,0,1316,1,1,0,3,6,0,1974,2,484,0,0,130000,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Detchd","50"
30,5232,1925,2004,0,0,680,680,764,0,764,0,1,0,2,4,0,1965,2,504,0,0,73000,"Moderate","Poor","TA","Fa","TA","Unf","NFp","BrkTil","Detchd","30"
78,12090,1981,1981,210,588,606,1422,1422,0,1422,0,2,0,3,7,1,1981,2,576,276,0,175500,"Moderate","Moderate","TA","Gd","Gd","Fin","TA","CBlock","Attchd","20"
70,11207,1997,1997,0,714,88,802,802,709,1511,1,2,1,3,8,1,1997,2,413,95,75,185000,"Moderate","Moderate","TA","Gd","TA","Fin","TA","PConc","Attchd","60"
60,8400,1939,1997,0,378,342,720,1052,720,2192,0,2,1,4,8,1,1939,1,240,262,24,179500,"Moderate","Moderate","TA","TA","Gd","Unf","Gd","PConc","Detchd","75"
71,6900,1940,1955,0,403,212,740,778,0,778,0,1,0,2,4,1,1966,1,924,0,25,120500,"Moderate","Poor","TA","TA","TA","Fin","Gd","CBlock","Detchd","30"
0,7917,1976,1976,174,751,392,1143,1113,0,1113,1,1,1,3,6,1,1987,1,504,370,30,148000,"Moderate","Poor","TA","TA","TA","RFn","Fa","CBlock","Attchd","20"
84,10728,2006,2006,0,0,1095,1095,1095,844,1939,0,2,1,3,8,1,2006,3,1053,192,51,266000,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","60"
73,8838.4512944404,1954,2005,0,226,96,1385,1363,0,1363,1,1,0,2,5,2,1954,2,439,81,0,241500,"Good","Rich","TA","Gd","TA","Unf","TA","CBlock","Attchd","20"
92,11764,1999,2007,348,524,628,1152,1164,1106,2270,0,2,1,4,9,1,1999,3,671,132,57,290000,"Good","Rich","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","60"
80,9600,1958,1988,183,620,0,1240,1632,0,1632,1,2,0,3,6,1,1958,1,338,289,0,139000,"Moderate","Poor","TA","TA","TA","RFn","Gd","CBlock","Attchd","20"
76,8314,1982,1982,0,546,270,816,816,0,816,0,1,0,2,5,0,1982,1,264,168,0,124500,"Moderate","Moderate","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
55,7264,1925,2007,0,0,952,952,952,596,1548,0,2,1,3,5,0,1978,2,672,74,0,205000,"Good","Poor","Gd","TA","Ex","Unf","NFp","BrkTil","Detchd","50"
129,9196,2003,2003,0,0,1560,1560,1560,0,1560,0,2,0,3,7,0,2003,2,573,100,150,201000,"Good","Moderate","Gd","Ex","Gd","Fin","NFp","PConc","Attchd","20"
140,19138,1951,1951,0,120,744,864,864,0,864,0,1,0,2,4,0,1951,2,400,0,0,141000,"Bad","Moderate","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
107,14450,2006,2007,315,0,2121,2121,2121,0,2121,0,2,1,3,8,1,2007,3,732,124,98,415298,"VGood","Rich","Ex","Ex","Ex","Fin","Ex","PConc","Attchd","20"
83,10005,1977,1977,299,392,768,1160,1156,866,2022,0,2,1,4,8,1,1977,2,505,288,117,192000,"Good","Rich","TA","Gd","TA","Fin","TA","CBlock","Attchd","60"
82,11287,1989,1989,340,421,386,807,1175,807,1982,0,2,1,3,7,1,1989,2,575,0,84,228500,"Good","Poor","Gd","Gd","Gd","Fin","TA","CBlock","Attchd","60"
60,7200,2006,2006,68,905,357,1262,1262,0,1262,0,2,0,2,5,0,2006,2,572,0,120,185000,"Moderate","Rich","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","20"
34,5063,2007,2008,166,904,410,1314,1314,0,1314,1,2,0,2,6,1,2008,2,626,172,62,207500,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","120"
74,9612,2008,2009,72,0,1468,1468,1468,0,1468,0,2,0,3,6,1,2008,3,898,210,150,244600,"Good","Rich","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","20"
50,8012,1992,1992,0,430,1145,1575,1575,0,1575,1,2,0,2,5,0,1992,2,529,0,0,179200,"Moderate","Poor","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","120"
35,4251,2006,2007,0,0,625,625,625,625,1250,0,2,1,2,5,0,2006,2,528,0,54,164700,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Detchd","160"
77,9786,1962,1981,0,600,312,912,1085,649,1734,0,1,1,3,7,1,1962,2,440,0,0,159000,"Moderate","Poor","TA","TA","Gd","RFn","Gd","CBlock","Attchd","50"
0,8125,1971,1971,0,614,244,858,858,0,858,0,1,0,3,5,0,1954.6564609714,0,0,0,0,88000,"Bad","Poor","TA","TA","TA","NGar","NFp","CBlock","NGar","20"
